64
(-38.8889,-44.4444) 44 (-27.7778,-44.4444) 45 0.000445175 0.0001 44 4 45 46 47
(-38.8889,-44.4444) 44 (-38.8889,-33.3333) 40 2.77739e-005 0.0001 45 2 4 37 38 44
(-27.7778,-44.4444) 45 (-16.6667,-44.4444) 32 0.000351235 0.0001 46 27 44 47
(-27.7778,-44.4444) 45 (-27.7778,-33.3333) 41 9.39399e-005 0.0001 47 37 39 44 46 54
(-38.8889,-11.1111) 46 (-38.8889,3.55271e-015) 18 5.95078e-005 0.0001 48 0 6 7 49 50
(-38.8889,-11.1111) 46 (-27.7778,-11.1111) 48 0.000546567 0.0001 49 6 48 50 52 53 55
(-38.8889,-22.2222) 47 (-38.8889,-11.1111) 46 4.40981e-005 0.0001 50 5 6 38 48 49 51
(-38.8889,-22.2222) 47 (-27.7778,-22.2222) 49 0.000490936 0.0001 51 5 38 50 54 55 56
(-27.7778,-11.1111) 48 (-27.7778,3.55271e-015) 19 0.000193933 0.0001 52 7 8 49 53 55
(-27.7778,-11.1111) 48 (-16.6667,-11.1111) 30 0.000452362 0.0001 53 24 26 49 52 55
(-27.7778,-22.2222) 49 (-27.7778,-33.3333) 41 3.24978e-006 0.0001 54 37 39 47 51 55 56
(-27.7778,-22.2222) 49 (-27.7778,-11.1111) 48 9.97289e-005 0.0001 55 49 51 52 53 54 56
(-27.7778,-22.2222) 49 (-16.6667,-22.2222) 31 0.000387957 0.0001 56 25 26 51 54 55
(-5.55556,11.1111) 50 (5.55556,11.1111) 51 0.000616476 0.0001 57 12 32 58 59 60
(-5.55556,11.1111) 50 (-5.55556,22.2222) 52 1.31262e-005 0.0001 58 12 21 30 32 57 61
(5.55556,11.1111) 51 (16.6667,11.1111) 39 0.000513777 0.0001 59 34 36 57 60
(5.55556,11.1111) 51 (5.55556,3.55271e-015) 22 0.000102982 0.0001 60 11 13 57 59
(-5.55556,22.2222) 52 (5.55556,22.2222) 53 0.000603066 0.0001 61 21 30 58 62 63
(5.55556,22.2222) 53 (16.6667,22.2222) 38 0.000502508 0.0001 62 34 35 61 63
(5.55556,22.2222) 53 (5.55556,33.3333) 28 0.000100275 0.0001 63 20 22 61 62
